CONVOCATORIA,SEMESTRE DE CONVOCATORIA,BENEFICIO OTORGADO,DEPARTAMENTO DE NACIMIENTO,MUNICIPIO DE NACIMIENTO,FECHA DE NACIMIENTO,GÉNERO,SUBREGIÓN DE RESIDENCIA,MUNICIPIO DE RESIDENCIA,ESTRATO,GRUPO ETNICO,VICTIMA DEL CONFLICTO ARMADO,UNIVERSIDAD,PROGRAMA CURSADO,MUNICIPIO OFERTA,TIPO DE FORMACIÓN,GRADUADO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ITUANGO,01/30/1988 12:00:00 AM,FEMENINO,NORTE,ITUANGO,ESTRATO 3,NINGUNO,SI,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,TECNOLOGIA EN GESTION DE PLANTACIONES FORESTALES,SANTA ROSA DE OSOS,TECNOLOGICA,NO
2014,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA CEJA,12/28/1996 12:00:00 AM,MASCULINO,ORIENTE,LA CEJA,Estrato 2,NINGUNO,SI,UNIVERSIDAD CATOLICA DE ORIENTE,ENFERMERIA,RIONEGRO,UNIVERSITARIA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,BARBOSA,03/19/1985 12:00:00 AM,FEMENINO,NORTE,SANTA ROSA DE OSOS,ESTRATO 2,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,SANTA ROSA DE OSOS,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,URRAO,08/12/1994 12:00:00 AM,MASCULINO,SUROESTE,URRAO,ESTRATO 3,NINGUNO,SI,TECNOLOGICO DE ANTIOQUIA,INGENIERIA AMBIENTAL,URRAO,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SABANETA,06/23/1996 12:00:00 AM,FEMENINO,VALLE DE ABURRA,SABANETA,ESTRATO 2,NINGUNO,NO,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,ADMINISTRACION DE EMPRESAS AGROPECUARIAS,MEDELLIN,UNIVERSITARIA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SANTA ROSA DE OSOS,02/01/1993 12:00:00 AM,FEMENINO,NORTE,SANTA ROSA DE OSOS,ESTRATO 1,NINGUNO,NO,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,TECNOLOGIA EN GESTION DE PLANTACIONES FORESTALES,SANTA ROSA DE OSOS,TECNOLOGICA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,TURBO,09/06/1971 12:00:00 AM,FEMENINO,URABA,TURBO,ESTRATO 1,AFROCOLOMBIANO,NO,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,TURBO,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,GUADALUPE,04/09/1995 12:00:00 AM,FEMENINO,NORDESTE,AMALFI,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,LICENCIATURA EN EDUCACION FISICA,AMALFI,UNIVERSITARIA,SI
2013,2,MATRICULA,ANTIOQUIA,CAREPA,08/17/1992 12:00:00 AM,MASCULINO,URABA,CAREPA,ESTRATO 1,NINGUNO,NO,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN PRODUCCION AGROPECUARIA,APARTADO,TECNOLOGICA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SONSON,07/03/1986 12:00:00 AM,FEMENINO,ORIENTE,SONSON,ESTRATO 2,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,SONSON,UNIVERSITARIA,SI
2014,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA CEJA,07/09/1993 12:00:00 AM,FEMENINO,ORIENTE,RIONEGRO,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA DE ALIMENTOS,EL CARMEN DE VIBORAL,UNIVERSITARIA,SI
2014,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA CEJA,01/21/1997 12:00:00 AM,FEMENINO,ORIENTE,LA CEJA,ESTRATO 2,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA DE ALIMENTOS,EL CARMEN DE VIBORAL,UNIVERSITARIA,SI
2013,2,SOSTENIMIENTO,ANTIOQUIA,CISNEROS,10/17/1995 12:00:00 AM,MASCULINO,VALLE DE ABURRA,LA ESTRELLA,ESTRATO 1,NINGUNO,NO,UNIVERSIDAD NACIONAL DE COLOMBIA,INGENIERIA CIVIL,MEDELLIN,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ANDES,01/08/1980 12:00:00 AM,FEMENINO,SUROESTE,ANDES,ESTRATO 1,NINGUNO,SI,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,JERICO,UNIVERSITARIA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,RIONEGRO,11/02/1991 12:00:00 AM,MASCULINO,ORIENTE,SAN VICENTE,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA AGROPECUARIA,EL CARMEN DE VIBORAL,UNIVERSITARIA,SI
2013,2,MATRICULA,ANTIOQUIA,RIONEGRO,09/30/1995 12:00:00 AM,FEMENINO,ORIENTE,RIONEGRO,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,ENFERMERIA,RIONEGRO,UNIVERSITARIA,NO
2013,2,MATRICULA,ANTIOQUIA,RIONEGRO,07/11/1985 12:00:00 AM,MASCULINO,ORIENTE,RIONEGRO,ESTRATO 3,NINGUNO,NO,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN GESTION INDUSTRIAL,RIONEGRO,TECNOLOGICA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,TURBO,03/14/1987 12:00:00 AM,FEMENINO,URABA,TURBO,ESTRATO 3,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,TURBO,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ENVIGADO,05/20/1996 12:00:00 AM,MASCULINO,VALLE DE ABURRA,ITAGUI,ESTRATO 2,NINGUNO,NO,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,PROFESIONAL EN DEPORTE,MEDELLIN,UNIVERSITARIA,SI
2014,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA CEJA,12/29/1992 12:00:00 AM,FEMENINO,ORIENTE,LA CEJA,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA DE ALIMENTOS,EL CARMEN DE VIBORAL,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SANTO DOMINGO,04/11/1991 12:00:00 AM,MASCULINO,NORDESTE,SANTO DOMINGO,ESTRATO 1,NINGUNO,SI,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA ELECTRONICA,SANTO DOMINGO,TECNOLOGICA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,RIONEGRO,07/11/1995 12:00:00 AM,FEMENINO,ORIENTE,RIONEGRO,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,ENFERMERIA,RIONEGRO,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CAÑASGORDAS,09/28/1990 12:00:00 AM,MASCULINO,OCCIDENTE,CAÑASGORDAS,ESTRATO 2,NINGUNO,NO,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA EN MECANICA INDUSTRIAL,CAÑASGORDAS,TECNOLOGICA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,APARTADO,10/17/1995 12:00:00 AM,FEMENINO,URABA,APARTADO,ESTRATO 1,NINGUNO,NO,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNICO PROFESIONAL EN SOP. DE SISTEMAS DE INFORMACION,APARTADO,TECNICA PROFESIONAL,SI
2013,2,SOSTENIMIENTO,ANTIOQUIA,APARTADO,10/21/1986 12:00:00 AM,MASCULINO,URABA,TURBO,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA INDUSTRIAL,TURBO,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,CALDAS,LA DORADA,11/25/1994 12:00:00 AM,FEMENINO,NORDESTE,AMALFI,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,TECNOLOGIA DE ALIMENTOS,AMALFI,TECNOLOGICA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SANTO DOMINGO,09/24/1996 12:00:00 AM,MASCULINO,NORDESTE,SANTO DOMINGO,ESTRATO 1,NINGUNO,NO,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA ELECTRONICA,SANTO DOMINGO,TECNOLOGICA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,AMALFI,05/16/1991 12:00:00 AM,MASCULINO,NORDESTE,AMALFI,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,LICENCIATURA EN EDUCACION FISICA,AMALFI,UNIVERSITARIA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,MAGDALENA,SANTA MARTA,07/29/1995 12:00:00 AM,MASCULINO,URABA,APARTADO,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,NUTRICION Y DIETETICA,TURBO,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SANTO DOMINGO,03/25/1987 12:00:00 AM,FEMENINO,NORDESTE,SANTO DOMINGO,ESTRATO 2,NINGUNO,NO,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA ELECTRONICA,SANTO DOMINGO,TECNOLOGICA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,GUADALUPE,02/25/1985 12:00:00 AM,MASCULINO,NORTE,GOMEZ PLATA,ESTRATO 1,NINGUNO,NO,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA EN SISTEMAS MECATRONICOS,GUADALUPE,TECNOLOGICA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SONSON,03/19/1987 12:00:00 AM,FEMENINO,ORIENTE,SONSON,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,SONSON,UNIVERSITARIA,SI
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CHIGORODO,04/17/1985 12:00:00 AM,MASCULINO,URABA,CHIGORODO,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,SOCIOLOGIA,APARTADO,UNIVERSITARIA,NO
2016,1,MATRICULA Y SOSTENIMIENTO,BOGOTA,"BOGOTA, D.C.",12/22/1998 12:00:00 AM,FEMENINO,URABA,TURBO,ESTRATO 2,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,LICENCIATURA EN PEDAGOGIA INFANTIL,TURBO,UNIVERSITARIA,SI
2016,1,MATRICULA Y SOSTENIMIENTO,CHOCO,QUIBDO,07/28/1998 12:00:00 AM,FEMENINO,URABA,CAREPA,ESTRATO 3,AFROCOLOMBIANO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA BIOQUIMICA,CAREPA,UNIVERSITARIA,NO
2016,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,APARTADO,02/15/1999 12:00:00 AM,FEMENINO,URABA,CHIGORODO,ESTRATO 1,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,CONTADURIA PUBLICA,APARTADO,UNIVERSITARIA,SI
2014,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA CEJA,04/23/1991 12:00:00 AM,MASCULINO,ORIENTE,LA CEJA,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,MATEMATICAS,EL CARMEN DE VIBORAL,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SONSON,10/09/1991 12:00:00 AM,MASCULINO,ORIENTE,SONSON,ESTRATO 2,NINGUNO,SI,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,SONSON,UNIVERSITARIA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ITUANGO,07/17/1990 12:00:00 AM,FEMENINO,NORTE,ITUANGO,ESTRATO 2,NINGUNO,SI,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,TECNOLOGIA EN GESTION DE PLANTACIONES FORESTALES,SANTA ROSA DE OSOS,TECNOLOGICA,SI
2014,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA CEJA,02/01/1997 12:00:00 AM,FEMENINO,ORIENTE,RIONEGRO,Estrato 2,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,LIC. EN LENGUAS EXTRANJERAS,RIONEGRO,UNIVERSITARIA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CAÑASGORDAS,03/22/1996 12:00:00 AM,FEMENINO,OCCIDENTE,CAÑASGORDAS,ESTRATO 2,NINGUNO,NO,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA EN MECANICA INDUSTRIAL,CAÑASGORDAS,TECNOLOGICA,SI
2014,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA CEJA,01/03/1996 12:00:00 AM,FEMENINO,ORIENTE,LA CEJA,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,LIC. ARTES PLASTICAS,EL CARMEN DE VIBORAL,UNIVERSITARIA,SI
2013,2,MATRICULA,ANTIOQUIA,SANTA ROSA DE OSOS,10/25/1995 12:00:00 AM,FEMENINO,NORTE,SANTA ROSA DE OSOS,ESTRATO 1,NINGUNO,NO,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,TECNOLOGIA EN GESTION DE PLANTACIONES FORESTALES,SANTA ROSA DE OSOS,TECNOLOGICA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,RIONEGRO,07/26/1995 12:00:00 AM,FEMENINO,ORIENTE,RIONEGRO,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,ENFERMERIA,RIONEGRO,UNIVERSITARIA,SI
2014,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA CEJA,10/09/1993 12:00:00 AM,MASCULINO,ORIENTE,LA CEJA,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA DE SISTEMAS,EL CARMEN DE VIBORAL,UNIVERSITARIA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ITUANGO,08/28/1992 12:00:00 AM,MASCULINO,NORTE,ITUANGO,ESTRATO 1,NINGUNO,SI,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,TECNOLOGIA EN GESTION DE PLANTACIONES FORESTALES,SANTA ROSA DE OSOS,TECNOLOGICA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SANTA BARBARA,06/06/1995 12:00:00 AM,MASCULINO,SUROESTE,SANTA BARBARA,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,LA PINTADA,TECNOLOGICA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SANTA BARBARA,04/15/1993 12:00:00 AM,MASCULINO,SUROESTE,SANTA BARBARA,ESTRATO 3,NINGUNO,NO,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,ADMINISTRACION DE EMPRESAS,SANTA ROSA DE OSOS,UNIVERSITARIA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,TURBO,03/01/1992 12:00:00 AM,FEMENINO,URABA,TURBO,ESTRATO 1,NINGUNO,SI,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,TURBO,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,TURBO,04/25/1994 12:00:00 AM,MASCULINO,URABA,TURBO,ESTRATO 1,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA AGROPECUARIA,TURBO,UNIVERSITARIA,NO
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA CEJA,11/28/1996 12:00:00 AM,MASCULINO,ORIENTE,GUARNE,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD NACIONAL DE COLOMBIA,INGENIERIA MECANICA,MEDELLIN,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CAREPA,07/13/1989 12:00:00 AM,MASCULINO,URABA,CAREPA,ESTRATO 1,NINGUNO,NO,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNICO PROFESIONAL EN SOP. DE SISTEMAS DE INFORMACION,APARTADO,TECNICA PROFESIONAL,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SANTA ROSA DE OSOS,03/10/1989 12:00:00 AM,MASCULINO,NORTE,SANTA ROSA DE OSOS,ESTRATO 2,NINGUNO,NO,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,TECNOLOGIA EN GESTION DE PLANTACIONES FORESTALES,SANTA ROSA DE OSOS,TECNOLOGICA,NO
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,07/11/1997 12:00:00 AM,FEMENINO,ORIENTE,LA CEJA,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD NACIONAL DE COLOMBIA,INGENIERIA FISICA,MEDELLIN,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,NARIÑO,05/10/1990 12:00:00 AM,FEMENINO,ORIENTE,SONSON,ESTRATO 2,NINGUNO,SI,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,SONSON,UNIVERSITARIA,SI
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA CEJA,08/13/1996 12:00:00 AM,FEMENINO,ORIENTE,LA CEJA,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,MEDICINA,MEDELLIN,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,TURBO,08/01/1983 12:00:00 AM,FEMENINO,URABA,TURBO,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,TURBO,UNIVERSITARIA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CHIGORODO,02/15/1996 12:00:00 AM,MASCULINO,URABA,CHIGORODO,ESTRATO 2,NINGUNO,SI,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN SISTEMAS DE INFORMACION,APARTADO,TECNOLOGICA,SI
2013,2,MATRICULA,ANTIOQUIA,ANORI,04/23/1984 12:00:00 AM,FEMENINO,NORDESTE,YOLOMBO,ESTRATO 2,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,YOLOMBO,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ANORI,04/19/1989 12:00:00 AM,FEMENINO,NORDESTE,ANORI,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,LICENCIATURA EN EDUCACION FISICA,AMALFI,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CAREPA,06/07/1994 12:00:00 AM,FEMENINO,URABA,CAREPA,ESTRATO 2,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,TECNICO PROFESIONAL EN ATENCION PREHOSPITALARIA,TURBO,TECNICA PROFESIONAL,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SANTO DOMINGO,03/08/1996 12:00:00 AM,MASCULINO,NORDESTE,SANTO DOMINGO,ESTRATO 2,NINGUNO,SI,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA ELECTRONICA,SANTO DOMINGO,TECNOLOGICA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,URRAO,06/09/1992 12:00:00 AM,MASCULINO,SUROESTE,URRAO,ESTRATO 1,NINGUNO,SI,TECNOLOGICO DE ANTIOQUIA,INGENIERIA AMBIENTAL,MEDELLIN,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CONCORDIA,06/09/1978 12:00:00 AM,FEMENINO,SUROESTE,ANDES,ESTRATO 3,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,JERICO,UNIVERSITARIA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SAN ROQUE,08/31/1996 12:00:00 AM,MASCULINO,NORDESTE,SAN ROQUE,ESTRATO 2,NINGUNO,NO,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA ELECTRONICA,SANTO DOMINGO,TECNOLOGICA,NO
2013,2,SOSTENIMIENTO,ANTIOQUIA,PEQUE,08/06/1988 12:00:00 AM,MASCULINO,OCCIDENTE,PEQUE,ESTRATO 1,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA DE SISTEMAS,SANTAFE DE ANTIOQUIA,UNIVERSITARIA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,TAMESIS,10/13/1987 12:00:00 AM,FEMENINO,ORIENTE,RETIRO,ESTRATO 3,NINGUNO,NO,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,CONTADURIA PUBLICA,RIONEGRO,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,APARTADO,11/02/1994 12:00:00 AM,FEMENINO,URABA,APARTADO,ESTRATO 1,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,TECNOLOGIA EN SANEAMIENTO AMBIENTAL,TURBO,TECNOLOGICA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,JARDIN,11/07/1985 12:00:00 AM,FEMENINO,SUROESTE,JARDIN,ESTRATO 1,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,TECNOLOGIA DE ALIMENTOS,ANDES,TECNOLOGICA,SI
2013,2,MATRICULA,ANTIOQUIA,BELLO,01/19/1995 12:00:00 AM,FEMENINO,VALLE DE ABURRA,BELLO,ESTRATO 2,NINGUNO,NO,ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,CICLO COMPLEMENTARIO,COPACABANA,NORMALISTA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CISNEROS,10/10/1987 12:00:00 AM,MASCULINO,NORDESTE,CISNEROS,ESTRATO 2,NINGUNO,NO,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA ELECTRONICA,SANTO DOMINGO,TECNOLOGICA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,EL CARMEN DE VIBORAL,07/14/1989 12:00:00 AM,MASCULINO,ORIENTE,EL CARMEN DE VIBORAL,ESTRATO 2,NINGUNO,NO,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN GESTION INDUSTRIAL,RIONEGRO,TECNOLOGICA,SI
2013,2,MATRICULA,ANTIOQUIA,MARINILLA,05/23/1987 12:00:00 AM,FEMENINO,ORIENTE,MARINILLA,ESTRATO 3,NINGUNO,SI,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN GESTION INDUSTRIAL,RIONEGRO,TECNOLOGICA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SANTA BARBARA,08/21/1996 12:00:00 AM,FEMENINO,SUROESTE,LA PINTADA,ESTRATO 3,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,JERICO,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,AMALFI,07/26/1991 12:00:00 AM,MASCULINO,NORDESTE,AMALFI,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,LICENCIATURA EN EDUCACION FISICA,AMALFI,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,GUADALUPE,08/03/1987 12:00:00 AM,MASCULINO,NORTE,GUADALUPE,ESTRATO 2,NINGUNO,NO,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA EN SISTEMAS MECATRONICOS,GUADALUPE,TECNOLOGICA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,TURBO,10/29/1991 12:00:00 AM,FEMENINO,URABA,TURBO,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,NUTRICION Y DIETETICA,TURBO,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ITUANGO,10/21/1981 12:00:00 AM,FEMENINO,NORTE,ITUANGO,ESTRATO 1,NINGUNO,NO,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,TECNOLOGIA EN GESTION DE PLANTACIONES FORESTALES,SANTA ROSA DE OSOS,TECNOLOGICA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CAÑASGORDAS,11/24/1993 12:00:00 AM,FEMENINO,OCCIDENTE,CAÑASGORDAS,ESTRATO 2,NINGUNO,NO,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA EN MECANICA INDUSTRIAL,CAÑASGORDAS,TECNOLOGICA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CISNEROS,04/15/1994 12:00:00 AM,FEMENINO,NORDESTE,CISNEROS,ESTRATO 2,NINGUNO,NO,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA ELECTRONICA,SANTO DOMINGO,TECNOLOGICA,SI
2013,2,MATRICULA,ANTIOQUIA,JERICO,02/09/1996 12:00:00 AM,FEMENINO,SUROESTE,JERICO,ESTRATO 2,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,JERICO,UNIVERSITARIA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CAUCASIA,09/01/1987 12:00:00 AM,MASCULINO,NORTE,GOMEZ PLATA,ESTRATO 2,NINGUNO,NO,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA EN SISTEMAS MECATRONICOS,GUADALUPE,TECNOLOGICA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,TURBO,03/10/1996 12:00:00 AM,FEMENINO,URABA,TURBO,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,TURBO,UNIVERSITARIA,SI
