CONVOCATORIA,SEMESTRE DE CONVOCATORIA,BENEFICIO OTORGADO,DEPARTAMENTO DE NACIMIENTO,MUNICIPIO DE NACIMIENTO,FECHA DE NACIMIENTO,GÉNERO,SUBREGIÓN DE RESIDENCIA,MUNICIPIO DE RESIDENCIA,ESTRATO,GRUPO ETNICO,VICTIMA DEL CONFLICTO ARMADO,UNIVERSIDAD,PROGRAMA CURSADO,MUNICIPIO OFERTA,TIPO DE FORMACIÓN,GRADUADO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CISNEROS,02/08/1995 12:00:00 AM,MASCULINO,NORDESTE,CISNEROS,ESTRATO 2,NINGUNO,NO,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA ELECTRONICA,SANTO DOMINGO,TECNOLOGICA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ITUANGO,08/02/1991 12:00:00 AM,FEMENINO,NORTE,ITUANGO,ESTRATO 2,NINGUNO,NO,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,TECNOLOGIA EN GESTION DE PLANTACIONES FORESTALES,SANTA ROSA DE OSOS,TECNOLOGICA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CHIGORODO,03/30/1995 12:00:00 AM,MASCULINO,URABA,CHIGORODO,ESTRATO 3,AFROCOLOMBIANO,NO,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNICO PROFESIONAL EN SOP. DE SISTEMAS DE INFORMACION,APARTADO,TECNICA PROFESIONAL,SI
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA CEJA,06/22/1996 12:00:00 AM,MASCULINO,ORIENTE,MARINILLA,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,ANTROPOLOGIA,MEDELLIN,UNIVERSITARIA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SANTA ROSA DE OSOS,11/11/1994 12:00:00 AM,MASCULINO,NORTE,SANTA ROSA DE OSOS,ESTRATO 2,NINGUNO,NO,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,TECNOLOGIA EN GESTION DE PLANTACIONES FORESTALES,SANTA ROSA DE OSOS,TECNOLOGICA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,AMAGA,08/09/1984 12:00:00 AM,MASCULINO,NORDESTE,AMALFI,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,LICENCIATURA EN EDUCACION FISICA,AMALFI,UNIVERSITARIA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,APARTADO,06/24/1992 12:00:00 AM,MASCULINO,URABA,APARTADO,ESTRATO 1,NINGUNO,NO,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNICO PROFESIONAL EN SOP. DE SISTEMAS DE INFORMACION,APARTADO,TECNICA PROFESIONAL,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CAREPA,10/30/1995 12:00:00 AM,FEMENINO,URABA,CAREPA,ESTRATO 2,AFROCOLOMBIANO,SI,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN PRODUCCION AGROPECUARIA,APARTADO,TECNOLOGICA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,TAMESIS,08/04/1995 12:00:00 AM,FEMENINO,SUROESTE,TAMESIS,ESTRATO 1,NINGUNO,NO,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,TECNOLOGIA EN GESTION DE PLANTACIONES FORESTALES,SANTA ROSA DE OSOS,TECNOLOGICA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ENVIGADO,09/09/1995 12:00:00 AM,FEMENINO,VALLE DE ABURRA,ENVIGADO,ESTRATO 2,NINGUNO,NO,INSTITUTO TECNOLOGICO METROPOLITANO,TECNOLOGIA EN DISEÑO INDUSTRIAL,MEDELLIN,TECNOLOGICA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,EL CARMEN DE VIBORAL,12/27/1995 12:00:00 AM,MASCULINO,ORIENTE,EL CARMEN DE VIBORAL,ESTRATO 2,NINGUNO,SI,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN GESTION INDUSTRIAL,RIONEGRO,TECNOLOGICA,SI
2015,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,05/07/1992 12:00:00 AM,FEMENINO,ORIENTE,RIONEGRO,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,TRABAJO SOCIAL,EL CARMEN DE VIBORAL,UNIVERSITARIA,NO
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA CEJA,11/20/1996 12:00:00 AM,MASCULINO,ORIENTE,LA CEJA,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,PERIODISMO,MEDELLIN,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,YOLOMBO,01/02/1987 12:00:00 AM,FEMENINO,NORDESTE,YOLOMBO,ESTRATO 2,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,YOLOMBO,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,YOLOMBO,10/03/1993 12:00:00 AM,FEMENINO,NORDESTE,YOLOMBO,ESTRATO 2,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,YOLOMBO,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,NECOCLI,03/12/1987 12:00:00 AM,MASCULINO,URABA,APARTADO,ESTRATO 1,NINGUNO,NO,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN PRODUCCION AGROPECUARIA,APARTADO,TECNOLOGICA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,PUERTO BERRIO,09/08/1988 12:00:00 AM,FEMENINO,NORTE,SANTA ROSA DE OSOS,ESTRATO 3,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,SANTA ROSA DE OSOS,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ANDES,12/02/1982 12:00:00 AM,FEMENINO,SUROESTE,ANDES,ESTRATO 2,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,JERICO,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,RIONEGRO,05/31/1995 12:00:00 AM,FEMENINO,ORIENTE,RIONEGRO,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA AGROPECUARIA,EL CARMEN DE VIBORAL,UNIVERSITARIA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CAÑASGORDAS,12/18/1996 12:00:00 AM,MASCULINO,OCCIDENTE,CAÑASGORDAS,ESTRATO 2,NINGUNO,NO,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA EN MECANICA INDUSTRIAL,CAÑASGORDAS,TECNOLOGICA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,CHOCO,QUIBDO,09/12/1979 12:00:00 AM,MASCULINO,URABA,TURBO,ESTRATO 2,AFROCOLOMBIANO,SI,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN ENTRENAMIENTO DEPORTIVO,APARTADO,TECNOLOGICA,SI
2013,2,SOSTENIMIENTO,ANTIOQUIA,PUERTO TRIUNFO,06/23/1991 12:00:00 AM,MASCULINO,ORIENTE,EL SANTUARIO,ESTRATO 2,NINGUNO,NO,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,CONTADURIA PUBLICA,RIONEGRO,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,AMALFI,01/27/1992 12:00:00 AM,MASCULINO,NORDESTE,AMALFI,ESTRATO 1,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,LICENCIATURA EN EDUCACION FISICA,AMALFI,UNIVERSITARIA,SI
2013,2,MATRICULA,ANTIOQUIA,RIONEGRO,06/19/1988 12:00:00 AM,MASCULINO,ORIENTE,RIONEGRO,ESTRATO 3,NINGUNO,NO,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,CONTADURIA PUBLICA,RIONEGRO,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,AMALFI,01/02/1995 12:00:00 AM,MASCULINO,NORDESTE,AMALFI,ESTRATO 2,AFROCOLOMBIANO,NO,UNIVERSIDAD DE ANTIOQUIA,LICENCIATURA EN EDUCACION FISICA,AMALFI,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ITAGUI,11/09/1995 12:00:00 AM,FEMENINO,VALLE DE ABURRA,ITAGUI,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD NACIONAL DE COLOMBIA,INGENIERIA ADMINISTRATIVA,MEDELLIN,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CAREPA,05/30/1991 12:00:00 AM,MASCULINO,URABA,CAREPA,ESTRATO 1,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA DE SISTEMAS,TURBO,UNIVERSITARIA,NO
2014,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA CEJA,03/16/1997 12:00:00 AM,MASCULINO,ORIENTE,LA CEJA,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,COMUNICACION AUDIOVISUAL Y MULTIMEDIA,MEDELLIN,UNIVERSITARIA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA CEJA,05/12/1996 12:00:00 AM,FEMENINO,ORIENTE,EL CARMEN DE VIBORAL,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,LIC. EN LENGUAS EXTRANJERAS,RIONEGRO,UNIVERSITARIA,NO
2013,2,MATRICULA,ANTIOQUIA,SANTO DOMINGO,06/19/1991 12:00:00 AM,MASCULINO,NORDESTE,SANTO DOMINGO,ESTRATO 1,NINGUNO,NO,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA ELECTRONICA,SANTO DOMINGO,TECNOLOGICA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,TARSO,04/06/1990 12:00:00 AM,FEMENINO,SUROESTE,TARSO,ESTRATO 2,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,JERICO,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,AMALFI,02/11/1995 12:00:00 AM,MASCULINO,NORDESTE,AMALFI,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,LICENCIATURA EN EDUCACION FISICA,AMALFI,UNIVERSITARIA,SI
2013,2,MATRICULA,ANTIOQUIA,ENVIGADO,12/01/1995 12:00:00 AM,MASCULINO,VALLE DE ABURRA,ENVIGADO,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD NACIONAL DE COLOMBIA,INGENIERIA DE MINAS Y METALURGIA,MEDELLIN,UNIVERSITARIA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,YOLOMBO,12/17/1984 12:00:00 AM,FEMENINO,NORDESTE,YOLOMBO,ESTRATO 2,NINGUNO,SI,TECNOLOGICO DE ANTIOQUIA,LICENCIATURA EN EDUCACION PREESCOLAR,LA PINTADA,UNIVERSITARIA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SANTO DOMINGO,07/21/1993 12:00:00 AM,MASCULINO,NORDESTE,SANTO DOMINGO,ESTRATO 3,NINGUNO,SI,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA ELECTRONICA,SANTO DOMINGO,TECNOLOGICA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,BETULIA,11/25/1988 12:00:00 AM,MASCULINO,SUROESTE,BETULIA,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,URRAO,TECNOLOGICA,SI
2013,2,MATRICULA,ANTIOQUIA,ANORI,12/06/1994 12:00:00 AM,MASCULINO,VALLE DE ABURRA,ENVIGADO,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA ELECTRICA,MEDELLIN,UNIVERSITARIA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA CEJA,04/29/1998 12:00:00 AM,FEMENINO,ORIENTE,EL CARMEN DE VIBORAL,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,PSICOLOGIA,EL CARMEN DE VIBORAL,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,EL CARMEN DE VIBORAL,05/01/1994 12:00:00 AM,MASCULINO,ORIENTE,EL CARMEN DE VIBORAL,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,ADMINISTRACION DE EMPRESAS,EL CARMEN DE VIBORAL,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SANTO DOMINGO,08/08/1993 12:00:00 AM,MASCULINO,NORDESTE,SANTO DOMINGO,ESTRATO 2,NINGUNO,NO,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA ELECTRONICA,SANTO DOMINGO,TECNOLOGICA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA CEJA,06/26/1997 12:00:00 AM,MASCULINO,ORIENTE,LA CEJA,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,DESARROLLO TERRITORIAL,EL CARMEN DE VIBORAL,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CAUCASIA,07/10/1994 12:00:00 AM,FEMENINO,BAJO CAUCA,CAUCASIA,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA AMBIENTAL,CAUCASIA,UNIVERSITARIA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA CEJA,08/19/1997 12:00:00 AM,FEMENINO,ORIENTE,LA CEJA,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA URBANA,EL CARMEN DE VIBORAL,UNIVERSITARIA,SI
2015,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ANGOSTURA,04/18/1989 12:00:00 AM,FEMENINO,NORTE,ANGOSTURA,ESTRATO 1,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,ADMINISTRACION DE EMPRESAS,YARUMAL,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CAÑASGORDAS,01/27/1995 12:00:00 AM,MASCULINO,OCCIDENTE,CAÑASGORDAS,ESTRATO 2,NINGUNO,SI,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA EN MECANICA INDUSTRIAL,CAÑASGORDAS,TECNOLOGICA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SONSON,01/26/1987 12:00:00 AM,FEMENINO,ORIENTE,SONSON,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,SONSON,UNIVERSITARIA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,REMEDIOS,11/06/1994 12:00:00 AM,FEMENINO,NORDESTE,YOLOMBO,ESTRATO 1,NINGUNO,SI,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,YOLOMBO,UNIVERSITARIA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,URRAO,05/07/1989 12:00:00 AM,MASCULINO,SUROESTE,URRAO,ESTRATO 2,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,INGENIERIA AMBIENTAL,URRAO,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,YOLOMBO,07/30/1985 12:00:00 AM,FEMENINO,NORDESTE,YOLOMBO,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,YOLOMBO,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,TAMESIS,01/29/1996 12:00:00 AM,FEMENINO,SUROESTE,TAMESIS,ESTRATO 2,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,LA PINTADA,TECNOLOGICA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ITUANGO,10/04/1989 12:00:00 AM,FEMENINO,NORTE,ITUANGO,ESTRATO 1,NINGUNO,SI,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,TECNOLOGIA EN GESTION DE PLANTACIONES FORESTALES,SANTA ROSA DE OSOS,TECNOLOGICA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CAÑASGORDAS,02/01/1994 12:00:00 AM,MASCULINO,OCCIDENTE,CAÑASGORDAS,ESTRATO 2,NINGUNO,NO,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA EN MECANICA INDUSTRIAL,CAÑASGORDAS,TECNOLOGICA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA CEJA,12/10/1997 12:00:00 AM,FEMENINO,ORIENTE,EL CARMEN DE VIBORAL,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA AGROINDUSTRIAL,EL CARMEN DE VIBORAL,UNIVERSITARIA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SONSON,02/02/1994 12:00:00 AM,MASCULINO,ORIENTE,SONSON,ESTRATO 1,NINGUNO,SI,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,SONSON,UNIVERSITARIA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,TURBO,07/05/1990 12:00:00 AM,FEMENINO,URABA,TURBO,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,TURBO,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,AMALFI,07/04/1988 12:00:00 AM,FEMENINO,NORDESTE,AMALFI,ESTRATO 1,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,TECNOLOGIA DE ALIMENTOS,AMALFI,TECNOLOGICA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,CHOCO,TADO,12/08/1994 12:00:00 AM,MASCULINO,ORIENTE,GUATAPE,ESTRATO 2,AFROCOLOMBIANO,NO,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,CONTADURIA PUBLICA,RIONEGRO,UNIVERSITARIA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA PINTADA,12/02/1992 12:00:00 AM,FEMENINO,SUROESTE,LA PINTADA,ESTRATO 2,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,INGENIERIA AMBIENTAL,LA PINTADA,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CISNEROS,01/18/1987 12:00:00 AM,FEMENINO,NORDESTE,CISNEROS,ESTRATO 2,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,YOLOMBO,UNIVERSITARIA,SI
2013,2,MATRICULA,ANTIOQUIA,SONSON,03/03/1979 12:00:00 AM,MASCULINO,ORIENTE,RIONEGRO,ESTRATO 2,NINGUNO,NO,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,CONTADURIA PUBLICA,RIONEGRO,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,AMALFI,11/25/1977 12:00:00 AM,FEMENINO,NORDESTE,AMALFI,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,TECNOLOGIA DE ALIMENTOS,AMALFI,TECNOLOGICA,NO
2015,2,SOSTENIMIENTO,ANTIOQUIA,TURBO,05/22/1997 12:00:00 AM,FEMENINO,URABA,TURBO,ESTRATO 1,NINGUNO,NO,SENA,TECNOLOGIA EN GESTION DE RECURSOS NATURALES,APARTADO,TECNOLOGICA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CAÑASGORDAS,01/06/1983 12:00:00 AM,MASCULINO,OCCIDENTE,CAÑASGORDAS,ESTRATO 1,NINGUNO,SI,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA EN MECANICA INDUSTRIAL,CAÑASGORDAS,TECNOLOGICA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CISNEROS,05/29/1991 12:00:00 AM,FEMENINO,NORDESTE,CISNEROS,ESTRATO 1,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,YOLOMBO,UNIVERSITARIA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA CEJA,04/02/1998 12:00:00 AM,FEMENINO,ORIENTE,EL CARMEN DE VIBORAL,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA BIOQUIMICA,EL CARMEN DE VIBORAL,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,AMALFI,11/20/1986 12:00:00 AM,FEMENINO,NORDESTE,AMALFI,ESTRATO 2,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,TECNOLOGIA DE ALIMENTOS,AMALFI,TECNOLOGICA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SAN JOSE DE LA MONTAÑA,04/27/1993 12:00:00 AM,FEMENINO,ORIENTE,SONSON,ESTRATO 2,NINGUNO,NO,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,SONSON,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,BETULIA,05/31/1972 12:00:00 AM,FEMENINO,SUROESTE,URRAO,ESTRATO 1,NINGUNO,SI,TECNOLOGICO DE ANTIOQUIA,INGENIERIA AMBIENTAL,MEDELLIN,UNIVERSITARIA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA CEJA,10/22/1997 12:00:00 AM,MASCULINO,ORIENTE,LA UNION,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA AGROINDUSTRIAL,EL CARMEN DE VIBORAL,UNIVERSITARIA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SONSON,11/16/1988 12:00:00 AM,FEMENINO,ORIENTE,SONSON,ESTRATO 2,NINGUNO,SI,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,SONSON,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,RIONEGRO,11/16/1990 12:00:00 AM,MASCULINO,ORIENTE,RIONEGRO,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,PSICOLOGIA,EL CARMEN DE VIBORAL,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ANORI,12/17/1995 12:00:00 AM,MASCULINO,NORDESTE,ANORI,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA INDUSTRIAL,AMALFI,UNIVERSITARIA,NO
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,APARTADO,06/27/1988 12:00:00 AM,FEMENINO,URABA,APARTADO,ESTRATO 1,AFROCOLOMBIANO,NO,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN ENTRENAMIENTO DEPORTIVO,APARTADO,TECNOLOGICA,NO
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA CEJA,01/26/1998 12:00:00 AM,FEMENINO,ORIENTE,LA CEJA,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA AGROINDUSTRIAL,EL CARMEN DE VIBORAL,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,AMALFI,10/03/1993 12:00:00 AM,MASCULINO,NORDESTE,AMALFI,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,LICENCIATURA EN EDUCACION FISICA,AMALFI,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,APARTADO,02/13/1992 12:00:00 AM,MASCULINO,URABA,CAREPA,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA DE SISTEMAS,TURBO,UNIVERSITARIA,NO
2013,2,MATRICULA,ANTIOQUIA,RIONEGRO,11/15/1989 12:00:00 AM,FEMENINO,ORIENTE,RIONEGRO,ESTRATO 2,NINGUNO,NO,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,CONTADURIA PUBLICA,RIONEGRO,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,APARTADO,11/11/1979 12:00:00 AM,MASCULINO,URABA,CHIGORODO,ESTRATO 1,AFROCOLOMBIANO,NO,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN GESTION PÚBLICA,APARTADO,TECNOLOGICA,SI
2015,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA CEJA,07/17/1996 12:00:00 AM,MASCULINO,ORIENTE,LA CEJA,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,LIC. EN LENGUAS EXTRANJERAS,EL CARMEN DE VIBORAL,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,AMALFI,11/15/1981 12:00:00 AM,FEMENINO,NORDESTE,AMALFI,ESTRATO 2,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,LICENCIATURA EN EDUCACION FISICA,AMALFI,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,COCORNA,10/15/1994 12:00:00 AM,MASCULINO,ORIENTE,COCORNA,ESTRATO 2,NINGUNO,SI,UNIVERSIDAD CATOLICA DE ORIENTE,LIC. EN LENGUAS EXTRANJERAS,RIONEGRO,UNIVERSITARIA,SI
2013,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,GUADALUPE,06/11/1995 12:00:00 AM,FEMENINO,NORTE,GUADALUPE,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA AMBIENTAL,YARUMAL,UNIVERSITARIA,NO
